wallet,wallet_ens,token,token_name,token_symbol,raw,formatted
0x6c6a7e68F2414D4b0EDa7E34449B30158A7081F9,,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,Ether,ETH,18032457296016869,0.01803
0x3B9bC18Af31b4655C078DF29327FbE6D8D8d20bE,,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,Ether,ETH,124849645200,0.00000
0x6c6a7e68F2414D4b0EDa7E34449B30158A7081F9,,0x1789e0043623282D5DCc7F213d703C6D8BAfBB04,Linea,LINEA,184199156483710188014,184.19916
0x3B9bC18Af31b4655C078DF29327FbE6D8D8d20bE,,0x1789e0043623282D5DCc7F213d703C6D8BAfBB04,Linea,LINEA,183963944751330943892,183.96394
